Parametros;precisao-mean;precisao-std;revocacao-mean;revocacao-std;f1-score-mean;f1-score-std;auc_roc-mean;auc_roc-std;acuracia-mean;acuracia-std;tempo-mean;tempo-std
SVDD_RBF_0.4_scale_10_[256];0.32772229682205456;0.026427991482206488;0.14245752094755576;0.026026311767604345;0.1969045222217595;0.024505316621143764;0.5721628107275254;0.015274078018520725;0.741046712965835;0.01037079374281213;0.20100557804107666;0.011302846158360356
SVDD_RBF_0.5_scale_10_[256];0.3446577028414262;0.03345714320531995;0.11026351664125637;0.01859716997870257;0.16563856014278786;0.019918807388694316;0.5729230044413696;0.01513762045379896;0.7520529804218473;0.009082121796655627;0.2258607864379883;0.010831260680102726
SVDD_RBF_0.6_scale_10_[256];0.3627492313405109;0.036768482527906966;0.08028615231729017;0.013269097702820485;0.1305539178068507;0.017442123050620345;0.5742942231492407;0.01469584534686445;0.760995492668689;0.006539669401656693;0.2480489730834961;0.007878546107137108
SVDD_RBF_0.7_scale_10_[256];0.40374992660065967;0.051334537958655536;0.05656540776068188;0.013021749870000076;0.09842170097521162;0.019991820883963715;0.5762304794273849;0.014360870325487702;0.7686793383877868;0.004699028394871377;0.2734114170074463;0.006448622218339585
SVDD_RBF_0.8_scale_10_[256];0.4369060308237181;0.04433911578584893;0.03538491266366274;0.00895070171208333;0.0650568719385829;0.015300526188254011;0.5780863151100732;0.01321866397589198;0.7727626550412638;0.0024708331126039543;0.2965643644332886;0.006166244889288578
SVDD_RBF_0.9_scale_10_[256];0.4917899729796817;0.04572185951211734;0.015900521937070273;0.0039866185217012;0.030725646940740602;0.007458162031866881;0.5801998973059046;0.013104050786435645;0.7751774905224713;0.0007583764640166102;0.323923397064209;0.003982424006001136
SVDD_RBF_0.001_scale_50_[384, 256];0.24330907747124236;0.0077689104442578765;0.6231333211590485;0.04574357152400952;0.3495442790494646;0.010815070325381943;0.5459133419777522;0.01622031953093291;0.4795756773078438;0.02808357570824492;0.16095001697540284;0.008370904352739534
SVDD_RBF_0.01_scale_50_[384, 256];0.24279016639466558;0.007335081481634854;0.6403388981139769;0.04404133184377621;0.35170166655265395;0.010127039278260246;0.5465088504499797;0.01572375203961628;0.47016467602292356;0.027649720913740655;0.19045770168304443;0.010323756727558515
SVDD_RBF_0.05_scale_50_[384, 256];0.24278170446633185;0.007422171678644027;0.6408604529683312;0.04402397980944654;0.35177185687261475;0.010222844342979397;0.546569988243554;0.01570445300162468;0.46988661153631417;0.027771462249746876;0.19409987926483155;0.010678877719463816
SVDD_RBF_0.1_scale_50_[384, 256];0.24284633577622405;0.007484776793814587;0.6411211242244202;0.043837993370064623;0.3518786322686477;0.010213938283147306;0.5465526162086409;0.015718751078870042;0.4699012463965513;0.0279100000483401;0.19486522674560547;0.009947958629508945
SVDD_RBF_0.2_scale_50_[384, 256];0.24272653718959591;0.007264495829269737;0.6387098514029448;0.04426303706041682;0.3513790419405173;0.010039875896524775;0.5465924484908019;0.01565892856403185;0.4707793894212925;0.027794286934935672;0.19465951919555663;0.009808508280422117
SVDD_RBF_0.3_scale_50_[384, 256];0.24493189459079923;0.006893973248763208;0.6168793769031167;0.04172655391914048;0.35026555446227464;0.009616224511528234;0.5484482041103094;0.01432037197926995;0.4864103262648444;0.02494372818806805;0.20342600345611572;0.010626491178252425
SVDD_RBF_0.4_scale_50_[384, 256];0.2484342906375292;0.0075137533024900545;0.5766720035333739;0.04239628767123592;0.34688598857636005;0.011607547400231658;0.5507081220654927;0.01382130344128752;0.5129014839988195;0.021591916218057353;0.21782808303833007;0.010361833228692881
SVDD_RBF_0.5_scale_50_[384, 256];0.25233174760642213;0.008196638543094121;0.5195845312971134;0.041719367324433404;0.3391725135254966;0.011832227704791568;0.5530332001153507;0.01318850090867347;0.5459493954294681;0.022325392850613017;0.2352654218673706;0.010785119918196362
SVDD_RBF_0.6_scale_50_[384, 256];0.25872679936121623;0.010458355076725389;0.4385810446385724;0.044752004972234485;0.32454551629078343;0.014271979499240346;0.5553387324165387;0.01217237890441884;0.5910574127794891;0.024092659631570503;0.25374760627746584;0.008311169930791262
SVDD_RBF_0.7_scale_50_[384, 256];0.27064771087225153;0.011604783994335136;0.34173445336753455;0.05940099905132781;0.29965979559839057;0.02329657498132479;0.558595769923242;0.009791735320932393;0.6447281193416301;0.026190632625472453;0.2763920545578003;0.00676650481044455
SVDD_RBF_0.8_scale_50_[384, 256];0.28696534323152384;0.021372196952065967;0.2435235636113459;0.06324801787685218;0.2574768835307447;0.03333635801675746;0.5609725614212813;0.011119588798962417;0.6914756030539218;0.02985859083956721;0.29999990463256837;0.005757050364375867
SVDD_RBF_0.9_scale_50_[384, 256];0.3276805181864322;0.028486721749291906;0.12374507897005552;0.03887864288641965;0.1749910838414393;0.03864191779744236;0.5638120860408705;0.010296312432168619;0.7444865756003634;0.013939729696124187;0.32345128059387207;0.0044253462889802826
SVDD_RBF_0.001_scale_50_[256, 128];0.23021245606006877;0.0044646473492739175;0.7481947942191967;0.04593798084389251;0.3517724950553912;0.005866522049873678;0.5209847165239397;0.017136374761945038;0.3810165576992217;0.03106716909286766;0.09593856334686279;0.006181651310499359
SVDD_RBF_0.01_scale_50_[256, 128];0.2304022428721101;0.004359647150991384;0.7595993103126102;0.04357469452281656;0.35327908427422267;0.005593696402766045;0.521904460814709;0.018118105978048648;0.37564521697122827;0.0299574738084134;0.10856688022613525;0.005596405559221918
SVDD_RBF_0.05_scale_50_[256, 128];0.23047797991701607;0.004302815358912596;0.7599252130853743;0.043644260066029665;0.3534052024274593;0.005600605065751072;0.5219522498524151;0.018093436004498066;0.3757330389852798;0.029795283344520272;0.10999996662139892;0.005349939525452046
SVDD_RBF_0.1_scale_50_[256, 128];0.23036217710229784;0.004402025676498402;0.7594690171530011;0.04385326895903434;0.35321850535795357;0.005787606441935007;0.5219282358600259;0.01807138287846619;0.3756013166747267;0.02986475229579042;0.10961966514587403;0.005103159483911905
SVDD_RBF_0.2_scale_50_[256, 128];0.23046573293871023;0.0044604799566225995;0.7567971580123074;0.04371766344485643;0.3530475829092793;0.005826130138223723;0.5220393232188462;0.017765488288576107;0.37732832229321067;0.029890183362475637;0.110046648979187;0.0049603470140663205
