Parametros;precisao-mean;precisao-std;revocacao-mean;revocacao-std;f1-score-mean;f1-score-std;auc_roc-mean;auc_roc-std;acuracia-mean;acuracia-std;tempo-mean;tempo-std
SVDD_RBF_0.001_scale;0.5790107956287818;0.011707087907551691;0.1215797241044474;0.004234001170980713;0.20093460709286953;0.006144011186303785;0.5727474914040817;0.004810023592847692;0.5420262198431024;0.002318137720041836;33.73271398544311;0.797581970027989
SVDD_RBF_0.01_scale;0.5783742515206789;0.011494894503384392;0.16898259343497574;0.008595101134824252;0.2614106142856486;0.01025252824854752;0.5732165253526958;0.004928888854024466;0.5479505894723347;0.002973742799069184;42.94964640140533;1.4617455899374288
SVDD_RBF_0.05_scale;0.5780692606822013;0.011267646894454706;0.1701869548112765;0.009007279973076342;0.26281223715136687;0.010733547233216146;0.5731108231086592;0.004901424292427962;0.5480383536796352;0.002987957771108416;43.44920377731323;1.1542785206045267
SVDD_RBF_0.1_scale;0.5781225049822906;0.011464394473604934;0.17009431456227292;0.008990744579329357;0.262707535894516;0.01072914664620016;0.5731180054547866;0.004917331604958732;0.548038355819234;0.003040874631306499;43.58378069400787;1.2210296168003416
SVDD_RBF_0.2_scale;0.5781246376789815;0.011535217435110207;0.17009431456227292;0.008990744579329357;0.2627076350288994;0.010731015442216276;0.5731121951731073;0.00491230045023354;0.548038355819234;0.0030563171704686555;43.624138307571414;1.1268479795964008
SVDD_RBF_0.3_scale;0.5780601414402343;0.011520132228043321;0.17009431456227292;0.008990744579329357;0.2627015277778642;0.010736680118679495;0.5731199029621954;0.004912651501366405;0.5480237273815511;0.003058305119446287;43.62697126865387;1.0805858024404917
SVDD_RBF_0.4_scale;0.5780551144021575;0.011493147822870753;0.17009431456227292;0.008964184300723118;0.2627025221541702;0.010713240552852743;0.5730974572477557;0.0049350704949067715;0.5480237231023534;0.003061731589336324;43.52870826721191;1.0896167790162472
SVDD_RBF_0.5_scale;0.5782213866255292;0.011559901585754739;0.16892078877317654;0.008834062596430176;0.2613150973350243;0.010545676676337216;0.572870917247444;0.005091584442555988;0.5479066870424949;0.003021594777004706;43.61245512962341;1.151910411682122
SVDD_RBF_0.6_scale;0.5777443532161791;0.011475189642884675;0.16262097533133954;0.008597912042345545;0.2536678515502509;0.010510300555251475;0.572041833592107;0.005113625222192112;0.5469997495813448;0.0029389497083744972;43.852024507522586;1.1546528098062685
SVDD_RBF_0.7_scale;0.5774871381722648;0.010276398664202296;0.14588330608601432;0.009796537618815639;0.23273454137815114;0.012342484451900195;0.5705904951057372;0.004885421884861207;0.5448055866296635;0.002366082017503675;43.924624633789065;0.9623976452779456
SVDD_RBF_0.8_scale;0.5789811863050284;0.013726441485655666;0.11475500010392947;0.01060098585642263;0.19127127767310642;0.014370576797815534;0.5683545353342474;0.004670387084106041;0.5410315395706407;0.002174629940788034;44.49866569042206;1.1124493862677602
SVDD_RBF_0.9_scale;0.5898744884534229;0.019057021322999423;0.06651844481087792;0.011774918366261362;0.11915933425733576;0.018526359486198997;0.5651321248942509;0.004629336278757024;0.535750842595443;0.001723063409731504;46.12185034751892;1.3833752751284625
