Parametros;precisao-mean;precisao-std;revocacao-mean;revocacao-std;f1-score-mean;f1-score-std;auc_roc-mean;auc_roc-std;acuracia-mean;acuracia-std;tempo-mean;tempo-std
SVDD_RBF_0.001_scale_5_[384, 256];0.7562214966536194;0.03291620292714849;0.8457881857113725;0.04346730875150457;0.7970072581972272;0.016130927519124223;0.8632854880945876;0.02451161891165659;0.7935796324655436;0.017295805341914116;0.024949097633361818;0.004778462286073048
SVDD_RBF_0.01_scale_5_[384, 256];0.750599787839797;0.02857608468065751;0.8612191557338047;0.03710146672769166;0.8010635518035313;0.014944610178194545;0.8638826556136243;0.024512605429159645;0.7949577825004427;0.01674085672171538;0.029168176651000976;0.0033169047847959967
SVDD_RBF_0.05_scale_5_[384, 256];0.7507214138093856;0.02843625715804219;0.8602611424557587;0.037411877652538325;0.8007163419158376;0.015139940061180985;0.8639836530220817;0.02460388732517104;0.794753648779573;0.01678591550541125;0.030074048042297363;0.004063488657155886
SVDD_RBF_0.1_scale_5_[384, 256];0.7641539512224245;0.03699648252269873;0.8448300591394196;0.05352124804774496;0.8002093420912579;0.016586732586127556;0.8683558800426342;0.02549765921609517;0.7981220895708974;0.016607010546510377;0.03035275936126709;0.0019498483967330218
SVDD_RBF_0.2_scale_5_[384, 256];0.7895743881825312;0.03531918700945956;0.7965097546053974;0.05725876313138483;0.790738608718178;0.02346378043107984;0.8752382084367973;0.0230910822122446;0.7986841474721589;0.01916523475615885;0.0355621337890625;0.0018299120334072496
SVDD_RBF_0.3_scale_5_[384, 256];0.81514489443207;0.02731729635903681;0.7233919062832802;0.06814639393669061;0.764169471823325;0.036865162522125614;0.8795836527777222;0.019273762619492266;0.7877633580231479;0.025028680309951357;0.04174737930297852;0.0016617053425365415
SVDD_RBF_0.4_scale_5_[384, 256];0.8344325267908255;0.02890174920550586;0.6470835882446242;0.07151173756698082;0.7262379912040753;0.0460578415573058;0.8825042130894003;0.018061810901692447;0.7685244189559438;0.029124440010503443;0.04974396228790283;0.002799992230933002
SVDD_RBF_0.5_scale_5_[384, 256];0.849864729738689;0.029568591052894656;0.5556611832415652;0.07435261555066389;0.6686516566646645;0.05513282196734573;0.885370109535215;0.018697931002091037;0.7392833963600755;0.03073264769148603;0.05481433868408203;0.0019672986363170122
SVDD_RBF_0.6_scale_5_[384, 256];0.857787166618726;0.02571824506786634;0.45465728593116256;0.08833881932368498;0.5888939325453972;0.0763301595111334;0.8863368621053207;0.01644829052828769;0.7019791699221802;0.03598189239695766;0.06131386756896973;0.0014805545666592471
SVDD_RBF_0.7_scale_5_[384, 256];0.8645617621103521;0.029841431160559997;0.34311920784900185;0.06621675353182421;0.4876966474922374;0.06913362559117985;0.8888613769075029;0.01532491751042438;0.6592661551603796;0.029259902877437207;0.06995806694030762;0.002634333644990105
