Parametros;precisao-mean;precisao-std;revocacao-mean;revocacao-std;f1-score-mean;f1-score-std;auc_roc-mean;auc_roc-std;acuracia-mean;acuracia-std;tempo-mean;tempo-std
SVDD_RBF_0.001_scale_5_[384, 256];0.4835260914567566;0.0033466300390045628;0.936352764075721;0.019856227085147136;0.637623762976236;0.0025654700482869172;0.552589292803584;0.015385216803319168;0.4959335189820506;0.006793675720888348;0.12088236808776856;0.012401695587550532
SVDD_RBF_0.01_scale_5_[384, 256];0.4834709236230269;0.0034291089456011544;0.9366924894845308;0.01967056820519746;0.6376557600829601;0.002597473545546132;0.552439181192612;0.015295384547440056;0.4958164914805878;0.0069374918432645;0.12852516174316406;0.014843328021393648
SVDD_RBF_0.05_scale_5_[384, 256];0.4866826665635182;0.0035483113350169805;0.9193367831560272;0.01870503552801407;0.6363349775210629;0.0019096582877528602;0.5580694691841396;0.013983665119828218;0.5023113744586494;0.006940556336456639;0.14748125076293944;0.011842927428509183
SVDD_RBF_0.1_scale_5_[384, 256];0.4923229980834507;0.004497492706790667;0.8793140979274938;0.0216324757679219;0.6310874770348963;0.004286617333037883;0.5642362076386953;0.013116025815526585;0.513136146614902;0.008058106171498101;0.2009481430053711;0.010719376043960593
SVDD_RBF_0.2_scale_5_[384, 256];0.5040855245564342;0.005479108510789296;0.7866705975524896;0.020823913763857445;0.6143055333548868;0.006465667782268789;0.5698300183987483;0.009942679213417897;0.5322110217072578;0.00811512390653621;0.3227193355560303;0.005902095228979027
SVDD_RBF_0.3_scale_5_[384, 256];0.5128561942247789;0.00726172359263206;0.700017191268933;0.02326025773456735;0.5917800806103675;0.008466746414977966;0.5731187378784633;0.01057972408989981;0.5427430710587327;0.008962964046509436;0.44398984909057615;0.009304501383268488
SVDD_RBF_0.4_scale_5_[384, 256];0.5217202478579106;0.009864505412072375;0.5957927253567499;0.03241808669129407;0.5558103052550789;0.014136633180421344;0.5766836557065668;0.010004865702313332;0.5495451747637219;0.009935885282887103;0.5688976526260376;0.00492416086186255
SVDD_RBF_0.5_scale_5_[384, 256];0.5311780740814938;0.011005879526763731;0.497990518962742;0.036741621023696006;0.5131997696137592;0.01861039920345131;0.5788426352779419;0.009861325897535654;0.5536410774061522;0.008634243611476033;0.6967820405960083;0.011796999739869888
SVDD_RBF_0.6_scale_5_[384, 256];0.5390092560046259;0.010270047830695713;0.3999731499648833;0.03568703028751685;0.4582398638447187;0.023345267028735725;0.5792541814396921;0.009690896206758939;0.5535677961438095;0.006755700847510091;0.8382169723510742;0.02240374892074982
SVDD_RBF_0.7_scale_5_[384, 256];0.5511531567355366;0.017160177413038796;0.3097679016602208;0.03455280396229146;0.3953219231930312;0.027820097445806054;0.5799267311139852;0.009324197214103535;0.5531874118324783;0.007903311416698842;0.9512025356292725;0.019387516469435123
SVDD_RBF_0.8_scale_5_[384, 256];0.5654584507043308;0.019317034654925905;0.20819941528709035;0.03222273949204825;0.30270664737828484;0.033114920436425;0.5800070549543394;0.008396133400748592;0.5487111548331014;0.0062206713165883585;1.085942840576172;0.032288377449246175
SVDD_RBF_0.9_scale_5_[384, 256];0.5904216184864796;0.02050003853874807;0.10996606369141071;0.023067235305805334;0.18425437398795871;0.03143977127777323;0.5793885729865103;0.008239001160462589;0.5420407926512137;0.0038265921936621746;1.2120569705963136;0.027188864323723895
SVDD_RBF_0.001_scale_5_[256, 128];0.4829659135784315;0.0020958950917548125;0.935425980193141;0.014146329463041762;0.6369891597354604;0.003290815795480776;0.5483777427742929;0.01810101703023835;0.49502654514771927;0.004104838234023663;0.07135372161865235;0.0063916997745560936
SVDD_RBF_0.01_scale_5_[256, 128];0.48297929721452926;0.002035275405088764;0.9357348128058648;0.013791207404476466;0.6370737402070037;0.0031319797969583396;0.5483756767116257;0.017999683406586996;0.4950411714458031;0.00400454355175568;0.07495813369750977;0.005668465710027038
SVDD_RBF_0.05_scale_5_[256, 128];0.48610435783332734;0.0028663004036725485;0.9202016098197902;0.016093897395995368;0.6360898200303111;0.0033310017666610997;0.5548847611885657;0.015824463344664027;0.5013165765082482;0.005479690350325129;0.08544359207153321;0.004666493228931335
SVDD_RBF_0.1_scale_5_[256, 128];0.49159773681833147;0.003977765953086781;0.8791597865040816;0.024461335819398602;0.6304414487065317;0.005862197318594181;0.5612652492262862;0.013731328162318085;0.5119511190658544;0.006863476774811658;0.1233452558517456;0.00588460953859455
SVDD_RBF_0.2_scale_5_[256, 128];0.5000925774780514;0.0044374306326797775;0.7965823509455962;0.023103077628435883;0.6142920525857274;0.007045020155119321;0.5661494012997945;0.012873248102682752;0.5263596081213355;0.006650833676273785;0.1842348098754883;0.004638407718417431
SVDD_RBF_0.3_scale_5_[256, 128];0.5118300015285516;0.0074902541587936865;0.6901348241713626;0.020751481344502845;0.5875967658511992;0.008991270314446517;0.5698807670069154;0.011869150173679854;0.5412948664261243;0.009135581343265758;0.25566530227661133;0.00639904388365246
SVDD_RBF_0.4_scale_5_[256, 128];0.5221693714675484;0.007854729452607024;0.5914686206423756;0.024019703139697497;0.5543644143595794;0.010481796274123689;0.5726772888637723;0.010144872532383177;0.549910806540634;0.007770677113536954;0.3215538263320923;0.009398365712336125
SVDD_RBF_0.5_scale_5_[256, 128];0.5313513496307775;0.010342410734680533;0.493481877465822;0.02928079840230331;0.5111653045479356;0.015990563280256838;0.5748965706986454;0.008637452388561432;0.5536554469523681;0.008450980034446092;0.3876455068588257;0.008955384417701794
