Parametros;precisao-mean;precisao-std;revocacao-mean;revocacao-std;f1-score-mean;f1-score-std;auc_roc-mean;auc_roc-std;acuracia-mean;acuracia-std;tempo-mean;tempo-std
SVDD_RBF_0.001_scale;0.48826100547070067;0.009997945080982132;0.8201374255092562;0.02151239661336043;0.611916285262463;0.008729755960188781;0.5764393078430928;0.027656331941697705;0.5011743027992207;0.01647400468960688;0.026133394241333006;0.007882210986542921
SVDD_RBF_0.01_scale;0.48870683506682955;0.009239994874289436;0.8218400063444588;0.02070182244435959;0.6127644606102491;0.008289855881667672;0.577541109305073;0.02822405215013916;0.5019394266129116;0.01524556603657627;0.023967528343200685;0.0032356513239325062
SVDD_RBF_0.05_scale;0.48854670977095827;0.00908947579325134;0.8216270137991979;0.020746782266322872;0.6125788238419394;0.00813460917245223;0.577470771338241;0.02805095659898326;0.501684298527987;0.015012777753004757;0.025087714195251465;0.004370424902619532
SVDD_RBF_0.1_scale;0.4914777430024369;0.013277079748060642;0.8160946457299525;0.021515922732027237;0.6132134785908587;0.009711502161876691;0.5797954567921474;0.027863953162391288;0.506174406975654;0.020946952534014726;0.02452976703643799;0.0028449764869257804
SVDD_RBF_0.2_scale;0.5006120113821113;0.014828020141163323;0.7472374413704033;0.045101065832491724;0.5986171556181816;0.013212503856237878;0.5749538054645872;0.020418257829981242;0.5201031607129835;0.02096745031321948;0.027544307708740234;0.00184158786734404
SVDD_RBF_0.3_scale;0.5178185541496901;0.015267256878306752;0.6682739673260372;0.057599086677759044;0.5817128319976318;0.016512240074059905;0.575231727081198;0.015537874041954869;0.5408223948078466;0.01628268478664333;0.032305002212524414;0.0030742338478314
SVDD_RBF_0.4_scale;0.534525147967386;0.02402068837686291;0.5828049305508349;0.06562435669406101;0.5545254337532255;0.02447934403418622;0.5707952782987076;0.015607827681337597;0.5538862237084727;0.0172644052198543;0.0374819278717041;0.0027852690659661344
SVDD_RBF_0.5_scale;0.5636801138007758;0.03371557165510994;0.4819125144449731;0.08220423705834422;0.5128916211498951;0.043106351081194885;0.5682249436640493;0.01216053905252297;0.5680728141179903;0.013762034691409795;0.042142939567565915;0.002593603229716798
SVDD_RBF_0.6_scale;0.6029390246647768;0.028993691234614098;0.3852721319647429;0.06227422347914457;0.4657624583641577;0.04613717538617582;0.5689757725978026;0.013236013884300188;0.5815449625485722;0.012841011786153296;0.04819567203521728;0.002534942181025993
SVDD_RBF_0.7_scale;0.6606532730914614;0.027623286686854372;0.29139351505676025;0.04496920983137028;0.4017998219224461;0.0449381515639938;0.5687190945884166;0.014170569073842839;0.5877197601858508;0.011877628010986225;0.05242798328399658;0.002944492499168638
SVDD_RBF_0.8_scale;0.7113609276834812;0.029554864228327926;0.1959276505109555;0.034081693312893686;0.3057640937454951;0.04320881145979533;0.570459579566311;0.012768160802366995;0.5763911200008335;0.012233145273568875;0.05661213397979736;0.0022967857409596872
SVDD_RBF_0.9_scale;0.7808011526569534;0.04472739735799658;0.09865984637346205;0.025254698679727308;0.17398622889397589;0.03927755438941302;0.5699511031827591;0.011091421174193108;0.5542966528112011;0.009412660782769063;0.06247148513793945;0.0027387553702014266
